ID	DOCULECT	CONCEPT	TOKENS
33681	wold-SeliceRomani	before	a n g l i
33682	wold-SeliceRomani	infrontof	a n g l i
33683	wold-SeliceRomani	inside	a n d i
33684	wold-SeliceRomani	inside	o n dʲ a n d e
33685	wold-SeliceRomani	inside	a n d e
33686	wold-SeliceRomani	outside	o n dʲ a r i
33687	wold-SeliceRomani	outside	a r i
33688	wold-SeliceRomani	beloworunder	t a l
33689	wold-SeliceRomani	up	u p r e
33690	wold-SeliceRomani	up	u p r a l
33691	wold-SeliceRomani	placeposition	tʰ a n
33692	wold-SeliceRomani	put	tʰ o v e n
33693	wold-SeliceRomani	sit	b e ʃ e n
33694	wold-SeliceRomani	liedown	p a ʃː o n
33695	wold-SeliceRomani	stand	t e r dʲ o n
33696	wold-SeliceRomani	remain	a tʃʰ o n
33697	wold-SeliceRomani	remains	m a r a d i k o
33698	wold-SeliceRomani	gather	k e d e n
33699	wold-SeliceRomani	pickup	e m e l i n e n
33700	wold-SeliceRomani	pileup	k e d e n + e k e tʰ a n e
33701	wold-SeliceRomani	separate	k e r e n + s i t
33702	wold-SeliceRomani	separate	o s t i n e n
33703	wold-SeliceRomani	divide	u l a v e n
33704	wold-SeliceRomani	divide	o s t i n e n
33705	wold-SeliceRomani	open	p r a v e n
33706	wold-SeliceRomani	open	k e r e n + a r i
33707	wold-SeliceRomani	shut	k e r e n + a n d e
33708	wold-SeliceRomani	cover	u tʃʰ a r e n
33709	wold-SeliceRomani	hideconceal	g a r u v e n
33710	wold-SeliceRomani	high	u tʃ o
33711	wold-SeliceRomani	low	a l a tʃ o nː o
33712	wold-SeliceRomani	top	ʃ p i cː o
33713	wold-SeliceRomani	top	u p r u n o
33714	wold-SeliceRomani	bottom	f e n e k e
33715	wold-SeliceRomani	endofspace	v i g o
33716	wold-SeliceRomani	pointed	h e dʲ e ʃ n o
33717	wold-SeliceRomani	edge	s i l o
33718	wold-SeliceRomani	edge	ʃ a r k a
33719	wold-SeliceRomani	side	e p a ʃ
33720	wold-SeliceRomani	middle	k e z e p o
33721	wold-SeliceRomani	right	j o b n o
33722	wold-SeliceRomani	left	b a l o g n o
33723	wold-SeliceRomani	left	b a l g a tʃ n o
33724	wold-SeliceRomani	near	k e z e
33725	wold-SeliceRomani	far	d u r
33726	wold-SeliceRomani	east	v i kʰ o d o
33727	wold-SeliceRomani	west	z a p a d o
33728	wold-SeliceRomani	grow	b a r dʲ o n
33729	wold-SeliceRomani	measure	m i r i n e n
33730	wold-SeliceRomani	big	b a r o
33731	wold-SeliceRomani	small	t i k n o
33732	wold-SeliceRomani	small	h u r d o
33733	wold-SeliceRomani	long	d u g o
33734	wold-SeliceRomani	tall	u tʃ o
33735	wold-SeliceRomani	short	h a r n o
33736	wold-SeliceRomani	wide	b u l h o
33737	wold-SeliceRomani	narrow	s i k n o
33738	wold-SeliceRomani	thick	b u l h o
33739	wold-SeliceRomani	thick	tʰ u l o
33740	wold-SeliceRomani	thinofshapeofobject	s a n o
33741	wold-SeliceRomani	thinofshapeofobject	tʃ i ʃ l o
33742	wold-SeliceRomani	deep	m i l n o
33743	wold-SeliceRomani	shallow	tʃ e k i l n o
33744	wold-SeliceRomani	flat	l a p o ʃ n o
33745	wold-SeliceRomani	straight	i g e ɲ e ʃ n o
33746	wold-SeliceRomani	crooked	b a n g o
33747	wold-SeliceRomani	hook	h o r g a
33748	wold-SeliceRomani	corner	ʃ a r k a
33749	wold-SeliceRomani	cross	k e r e s t o
33750	wold-SeliceRomani	square	k o c k a
33751	wold-SeliceRomani	round	g e m b e l i g n o
33752	wold-SeliceRomani	circle	k e r o
33753	wold-SeliceRomani	ball	g u l o
33754	wold-SeliceRomani	line	tʃ i k o
33755	wold-SeliceRomani	hole	h e v
33756	wold-SeliceRomani	hole	l u k a
33757	wold-SeliceRomani	similar	a sː o + f e l i k o
33758	wold-SeliceRomani	similar	h a ʃ o l l o n o
33759	wold-SeliceRomani	similar	tʃ a l a v e n
33760	wold-SeliceRomani	change	v a l t o s t a t i n e n
33761	wold-SeliceRomani	change	v a l t o z i n e n
33762	wold-SeliceRomani	zero	n u l l a
33763	wold-SeliceRomani	one	j e kʰ
33764	wold-SeliceRomani	two	d u j
33765	wold-SeliceRomani	three	t r i n
33766	wold-SeliceRomani	four	ʃ t a r
33767	wold-SeliceRomani	five	p a n d ʒ
33768	wold-SeliceRomani	six	ʃ o
33769	wold-SeliceRomani	seven	e f t a
33770	wold-SeliceRomani	eight	o f t o
33771	wold-SeliceRomani	nine	e ɲː a
33772	wold-SeliceRomani	ten	d e ʃ
33773	wold-SeliceRomani	eleven	d e ʃ u j e kʰ
33774	wold-SeliceRomani	twelve	d e ʃ u d u j
33775	wold-SeliceRomani	fifteen	d e ʃ u p a n d ʒ
33776	wold-SeliceRomani	twenty	b i ʃ
33777	wold-SeliceRomani	hundred	ʃ e l
33778	wold-SeliceRomani	thousand	e z e r i
33779	wold-SeliceRomani	count	g e n e n
33780	wold-SeliceRomani	all	s o g o d i
33781	wold-SeliceRomani	all	c i l o
33782	wold-SeliceRomani	all	s a
33783	wold-SeliceRomani	many	b u t
33784	wold-SeliceRomani	more	b u t e r
33785	wold-SeliceRomani	few	tʃ u l o
33786	wold-SeliceRomani	few	tʃ e p o
33787	wold-SeliceRomani	enough	d o s t a
33788	wold-SeliceRomani	some	v a l a k i tʲ i
33789	wold-SeliceRomani	crowd	ʃ o r o
33790	wold-SeliceRomani	crowd	pʰ e r d o
33791	wold-SeliceRomani	full	pʰ e r d o
33792	wold-SeliceRomani	empty	tʃ u tʃ o
33793	wold-SeliceRomani	part	e p a ʃ
33794	wold-SeliceRomani	half	e p a ʃ
33795	wold-SeliceRomani	only	tʃ a k
33796	wold-SeliceRomani	first	e ʃ e n o
33797	wold-SeliceRomani	lastfinal	u t o ʃ o n o
33798	wold-SeliceRomani	second	d u j t o
33799	wold-SeliceRomani	pair	p a r o
33800	wold-SeliceRomani	twice	d u v a r
33801	wold-SeliceRomani	third	t r i t o
33802	wold-SeliceRomani	threetimes	t r i n v a l
33803	wold-SeliceRomani	time	d i v e
33804	wold-SeliceRomani	new	n e v o
33805	wold-SeliceRomani	young	t e r n o
33806	wold-SeliceRomani	old	pʰ u r o
33807	wold-SeliceRomani	old	p u r a n o
33808	wold-SeliceRomani	early	s i g
33809	wold-SeliceRomani	early	k o r a n
33810	wold-SeliceRomani	early	h a j n a b o
33811	wold-SeliceRomani	late	k i ʃ e n
33812	wold-SeliceRomani	now	a k a n
33813	wold-SeliceRomani	immediately	m i n dʲ a r
33814	wold-SeliceRomani	immediately	f o l v a
33815	wold-SeliceRomani	immediately	r e k t e n
33816	wold-SeliceRomani	fast	dʲ o r ʃ a n
33817	wold-SeliceRomani	slow	p o l o k e
33818	wold-SeliceRomani	hurry	s i dʲ a n e n
33819	wold-SeliceRomani	hurry	ʃ i j e t i n e n
33820	wold-SeliceRomani	belate	k i ʃ l i n e n
33821	wold-SeliceRomani	begin	k e z d i n e n
33822	wold-SeliceRomani	lastendure	i k r e n
33823	wold-SeliceRomani	endoftime	v i g o
33824	wold-SeliceRomani	finish	v i g z i n e n
33825	wold-SeliceRomani	cease	m u k e n + a bː a
33826	wold-SeliceRomani	ready	k i s n o
33827	wold-SeliceRomani	ready	k i s i t i m e
33828	wold-SeliceRomani	always	m i n d i g
33829	wold-SeliceRomani	always	f u r t
33830	wold-SeliceRomani	always	a l o n d o v a n
33831	wold-SeliceRomani	often	dʲ a k r a n
33832	wold-SeliceRomani	often	b u t v a r
33833	wold-SeliceRomani	sometimes	v a l a k a n a
33834	wold-SeliceRomani	sometimes	v a l a m i k o r
33835	wold-SeliceRomani	sometimes	n i h a
33836	wold-SeliceRomani	soon	s i g
33837	wold-SeliceRomani	foralongtime	ʃ o k a
33838	wold-SeliceRomani	foralongtime	b u t
33839	wold-SeliceRomani	never	ʃ o h a
33840	wold-SeliceRomani	again	p a p a l e g
33841	wold-SeliceRomani	again	u j r a
33842	wold-SeliceRomani	again	u j b u
33843	wold-SeliceRomani	day24hours	d i v e
33844	wold-SeliceRomani	night	r a t
33845	wold-SeliceRomani	dawn	v e r a d a ʃ i
33846	wold-SeliceRomani	dawn	h a j n a l o
33847	wold-SeliceRomani	morning	r a tʲ a h a
33848	wold-SeliceRomani	midday	d i l o
33849	wold-SeliceRomani	afternoon	p a l o d i l o
33850	wold-SeliceRomani	evening	k e r a t i
33851	wold-SeliceRomani	today	a d a d i
33852	wold-SeliceRomani	tomorrow	t a h a
33853	wold-SeliceRomani	dayaftertomorrow	p a l o t a h a
33854	wold-SeliceRomani	yesterday	i d ʒ
33855	wold-SeliceRomani	daybeforeyesterday	p r e k u i d ʒ
33856	wold-SeliceRomani	hour	o r a
33857	wold-SeliceRomani	clock	o r a
33858	wold-SeliceRomani	week	k u r k o
33859	wold-SeliceRomani	sunday	k u r k o
33860	wold-SeliceRomani	monday	h e t f e n o
33861	wold-SeliceRomani	tuesday	k e dː o
33862	wold-SeliceRomani	wednesday	s e r d a
33863	wold-SeliceRomani	thursday	tʃ i t e r t e k o
33864	wold-SeliceRomani	friday	p i n t e k o
33865	wold-SeliceRomani	friday	p a r a ʃ tʲ u
33866	wold-SeliceRomani	saturday	s o b o t a
33867	wold-SeliceRomani	month	m a s e k
33868	wold-SeliceRomani	year	b e r ʃ
33869	wold-SeliceRomani	winter	j e v e n d
33870	wold-SeliceRomani	springtime	t a v a s i
33871	wold-SeliceRomani	summer	l i n a j
33872	wold-SeliceRomani	autumn	e s o
33873	wold-SeliceRomani	smellstink	o v e n + s a g o ʃ n o
33874	wold-SeliceRomani	wrinkled	r a n c o ʃ n o
33875	wold-SeliceRomani	sniff	s a g u l i n e n
33876	wold-SeliceRomani	smellperceive	h a j o n
33877	wold-SeliceRomani	fragrant	s a g o ʃ n o
33878	wold-SeliceRomani	stinking	kʰ a n d e n
33879	wold-SeliceRomani	tastesomething	i z l i n e n
33880	wold-SeliceRomani	sweet	g u l l o
33881	wold-SeliceRomani	salty	l o n d o
33882	wold-SeliceRomani	bitter	k e r k o
33883	wold-SeliceRomani	sour	ʃ u t l o
33884	wold-SeliceRomani	brackish	l o n d a s t o
33885	wold-SeliceRomani	hear	ʃ u n e n
33886	wold-SeliceRomani	listen	ʃ u n e n
33887	wold-SeliceRomani	soundornoise	h a n g o
33888	wold-SeliceRomani	soundornoise	l a r m a
33889	wold-SeliceRomani	loud	h a n g o ʃ n o
33890	wold-SeliceRomani	quiet	tʃ e n d e ʃ n o
33891	wold-SeliceRomani	see	d i kʰ e n
33892	wold-SeliceRomani	look	d i kʰ e n
33893	wold-SeliceRomani	look	b a m u l i n e n
33894	wold-SeliceRomani	show	s i k a v e n
33895	wold-SeliceRomani	shine	v i l a g i t i n e n
33896	wold-SeliceRomani	shine	r a dʲ o g i n e n
33897	wold-SeliceRomani	bright	ʃ u ʒ o
33898	wold-SeliceRomani	color	s i ɲ o
33899	wold-SeliceRomani	lightcolor	v i l a g o ʃ n o
33900	wold-SeliceRomani	dark	ʃ e t i t n o
33901	wold-SeliceRomani	white	p a r n o
33902	wold-SeliceRomani	black	k a l o
33903	wold-SeliceRomani	red	l o l o
33904	wold-SeliceRomani	blue	k i k n o
33905	wold-SeliceRomani	green	z e l e n o
33906	wold-SeliceRomani	yellow	ʒ u t o
33907	wold-SeliceRomani	touch	a s t a r e n
33908	wold-SeliceRomani	pinch	tʃ i p i n e n
33909	wold-SeliceRomani	feel	h a j o n
33910	wold-SeliceRomani	hard	z o r a l o
33911	wold-SeliceRomani	soft	k o l o
33912	wold-SeliceRomani	rough	d u r v a v o
33913	wold-SeliceRomani	smooth	ʃ i m a v o
33914	wold-SeliceRomani	sharp	e l e ʃ n o
33915	wold-SeliceRomani	blunt	t o m p a v o
33916	wold-SeliceRomani	heavy	pʰ a r o
33917	wold-SeliceRomani	lightweight	k e ɲː i n o
33918	wold-SeliceRomani	wet	s a p a n o
33919	wold-SeliceRomani	wet	n e d v e ʃ n o
33920	wold-SeliceRomani	dry	ʃ u k o
33921	wold-SeliceRomani	hot	f o r o n o
33922	wold-SeliceRomani	hot	t a t o
33923	wold-SeliceRomani	warm	t a t o
33924	wold-SeliceRomani	cold	ʃ i l a l o
33925	wold-SeliceRomani	cold	ʃ u d r o
33926	wold-SeliceRomani	clean	ʃ u ʒ o
33927	wold-SeliceRomani	dirty	m e l a l o
33928	wold-SeliceRomani	soul	l e l k o
33929	wold-SeliceRomani	surprised	d i kʰ e n + b a r o
33930	wold-SeliceRomani	surprised	tʃ u d a k o z i n e n
33931	wold-SeliceRomani	surprised	b a m u l i n e n
33932	wold-SeliceRomani	goodluck	b a s t
33933	wold-SeliceRomani	badluck	n a b a s t
33934	wold-SeliceRomani	happy	b a s t a l o
33935	wold-SeliceRomani	laugh	a s a n
33936	wold-SeliceRomani	smile	a s a n
33937	wold-SeliceRomani	play	kʰ e l e n
33938	wold-SeliceRomani	play	b a ʃ a v e n
33939	wold-SeliceRomani	love	k a m e n
33940	wold-SeliceRomani	kiss	tʃ u m i d e n
33941	wold-SeliceRomani	embrace	ɲ a l a b o l i n e n
33942	wold-SeliceRomani	embrace	a s t a r e n + p r e k u
33943	wold-SeliceRomani	embrace	e l e l i n e n
33944	wold-SeliceRomani	pain	d u kʰ
33945	wold-SeliceRomani	grief	s o m o r u ʃ a g o
33946	wold-SeliceRomani	anxiety	g o n d o
33947	wold-SeliceRomani	regret	ʃ a j n a l i n e n
33948	wold-SeliceRomani	pity	ʃ a j n a l a t o
33949	wold-SeliceRomani	cry	r o v e n
33950	wold-SeliceRomani	tearofeye	a s v a
33951	wold-SeliceRomani	groan	j a j g a t i n e n
33952	wold-SeliceRomani	anger	h o l i
33953	wold-SeliceRomani	anger	i d e g e ʃː i g o
33954	wold-SeliceRomani	anger	r u ʃ e n
33955	wold-SeliceRomani	envy	i r i tʃː i g o
33956	wold-SeliceRomani	envy	d a r a j i b e
33957	wold-SeliceRomani	shame	l a d ʒ a v o
33958	wold-SeliceRomani	proud	g i z d a v o
33959	wold-SeliceRomani	proud	k i ɲ e ʃ n o
33960	wold-SeliceRomani	dare	t r o m a n
33961	wold-SeliceRomani	brave	b a t o r n o
33962	wold-SeliceRomani	fearfright	d a r
33963	wold-SeliceRomani	want	k a m e n
33964	wold-SeliceRomani	choose	v a l o s t i n e n
33965	wold-SeliceRomani	hopesomething	p a tʲ a n
33966	wold-SeliceRomani	true	tʃ a tʃ o
33967	wold-SeliceRomani	true	tʃ a tʃ u k a n o
33968	wold-SeliceRomani	liemislead	h a z u d i n e n
33969	wold-SeliceRomani	deceit	b e tʃ a p a ʃ i
33970	wold-SeliceRomani	deceit	a n d e p e k i b e
33971	wold-SeliceRomani	forgive	b o tʃ a j t i n e n
33972	wold-SeliceRomani	good	l a tʃʰ o
33973	wold-SeliceRomani	bad	e r dʲ a v o
33974	wold-SeliceRomani	correctright	l a tʃʰ o
33975	wold-SeliceRomani	wrong	e r dʲ a v o
33976	wold-SeliceRomani	fault	h i b a
33977	wold-SeliceRomani	mistake	h i b a
33978	wold-SeliceRomani	blame	u p r e tʃʰ i d k e r i b e
33979	wold-SeliceRomani	blame	h i b a
33980	wold-SeliceRomani	praise	a ʃ a r i b e
33981	wold-SeliceRomani	beautiful	ʃ u k a r
33982	wold-SeliceRomani	ugly	d ʒ u n g a l o
33983	wold-SeliceRomani	greedy	ʒ u g o r o t n o
33984	wold-SeliceRomani	greedy	i h e h o t l a nː o
33985	wold-SeliceRomani	clever	g o dʲ a v e r
33986	wold-SeliceRomani	clever	b u d ʒ a n d o
33987	wold-SeliceRomani	mind	g o d i
33988	wold-SeliceRomani	thinkreflect	g o n d u k o z i n e n
33989	wold-SeliceRomani	thinkbelieve	g o n d o l i n e n
33990	wold-SeliceRomani	thinkbelieve	d ʒ a n e n
33991	wold-SeliceRomani	believe	p a tʲ a n
33992	wold-SeliceRomani	understand	h a j o n
33993	wold-SeliceRomani	knowsomething	d ʒ a n e n
33994	wold-SeliceRomani	knowsomething	p i n d ʒ a r e n
33995	wold-SeliceRomani	guess	t a l a l i n e n
33996	wold-SeliceRomani	imitate	u t a n o z i n e n
33997	wold-SeliceRomani	seem	d i tʲʰ o l
33998	wold-SeliceRomani	idea	g o n d u l a t o
33999	wold-SeliceRomani	wise	o k o ʃ n o
34000	wold-SeliceRomani	wise	g o dʲ a v e r
34001	wold-SeliceRomani	stupid	d i l i n o
34002	wold-SeliceRomani	stupid	b u t a v o
34003	wold-SeliceRomani	stupid	b a m b a v o
34004	wold-SeliceRomani	mad	d i l i n o
34005	wold-SeliceRomani	mad	z a v a r o ʃ n o
34006	wold-SeliceRomani	learn	s i k j o n
34007	wold-SeliceRomani	study	s i k j o n
34008	wold-SeliceRomani	teach	s i k a v e n
34009	wold-SeliceRomani	teach	s i k j a r e n
34010	wold-SeliceRomani	pupilstudent	i ʃ k o l a ʃ i
34011	wold-SeliceRomani	pupilstudent	t a n u l o
34012	wold-SeliceRomani	pupilstudent	d i j a k o
34013	wold-SeliceRomani	teacher	t a n i t o
34014	wold-SeliceRomani	teacher	t a n i t o k i ɲ a
34015	wold-SeliceRomani	school	i ʃ k o l a
34016	wold-SeliceRomani	remember	e m l e k e z i n e n
34017	wold-SeliceRomani	remember	a v e n + a n d i + g o d i
34018	wold-SeliceRomani	forget	p o b i s k e r e n
34019	wold-SeliceRomani	clear	v i l a g o ʃ n o
34020	wold-SeliceRomani	clear	ʃ u ʒ o
34021	wold-SeliceRomani	secret	t i t k o ʃ n o
34022	wold-SeliceRomani	certain	b i s t o ʃ n o
34023	wold-SeliceRomani	explain	m a dʲ a r a z i n e n
34024	wold-SeliceRomani	intention	s a n d i k o
34025	wold-SeliceRomani	doubt	k i t e l k e d i ʃ i
34026	wold-SeliceRomani	suspect	k i t e l k e d i n e n
34027	wold-SeliceRomani	betray	p e k e n + a n d e
34028	wold-SeliceRomani	neednoun	s i t e
34029	wold-SeliceRomani	neednoun	k a m p e
34030	wold-SeliceRomani	neednoun	k a m p o n
34031	wold-SeliceRomani	neednoun	s i k ʃ i g o
34032	wold-SeliceRomani	easy	k e ɲː i n o
34033	wold-SeliceRomani	difficult	pʰ a r o
34034	wold-SeliceRomani	try	p r o b i n e n
34035	wold-SeliceRomani	try	p r o b a l i n e n
34036	wold-SeliceRomani	and	t a j
34037	wold-SeliceRomani	because	m e r t
34038	wold-SeliceRomani	because	m i v e l
34039	wold-SeliceRomani	if	t e
34040	wold-SeliceRomani	or	v a dʲ
34041	wold-SeliceRomani	yes	h a t
34042	wold-SeliceRomani	no	n a
34043	wold-SeliceRomani	how	s a r
34044	wold-SeliceRomani	howmanypieces	k i tʲ i
34045	wold-SeliceRomani	howmuch	k i tʲ i
34046	wold-SeliceRomani	what	s o
34047	wold-SeliceRomani	when	k a n a
34048	wold-SeliceRomani	where	k a j
34049	wold-SeliceRomani	where	k i j a
34050	wold-SeliceRomani	which	s a v o
34051	wold-SeliceRomani	who	k o
34052	wold-SeliceRomani	why	s o s k e
34053	wold-SeliceRomani	why	s o
34054	wold-SeliceRomani	voice	h a n g o
34055	wold-SeliceRomani	sing	dʲ i j a z i n e n
34056	wold-SeliceRomani	shout	v i tʃ i n e n
34057	wold-SeliceRomani	whisper	ʃ u ʃ o g i n e n
34058	wold-SeliceRomani	mumble	m o r g i n e n
34059	wold-SeliceRomani	whistle	f i tʲ e l i n e n
34060	wold-SeliceRomani	shriek	o r d i t i n e n
34061	wold-SeliceRomani	shriek	ɲ e r i t i n e n
34062	wold-SeliceRomani	shriek	ʃ i k o j t i n e n
34063	wold-SeliceRomani	howl	r o v e n
34064	wold-SeliceRomani	speak	v a k e r e n
34065	wold-SeliceRomani	stutter	h e b e g i n e n
34066	wold-SeliceRomani	say	pʰ e n e n
34067	wold-SeliceRomani	tell	v a k e r e n
34068	wold-SeliceRomani	speech	v a k e r i b e
34069	wold-SeliceRomani	besilent	h a l g a t i n e n
34070	wold-SeliceRomani	language	tʃʰ i b
34071	wold-SeliceRomani	word	a l a v
34072	wold-SeliceRomani	name	a n a v
34073	wold-SeliceRomani	askinquire	pʰ u tʃ e n
34074	wold-SeliceRomani	answer	f e l e l i n e n
34075	wold-SeliceRomani	admit	p i n d ʒ a r e n + a n d e
34076	wold-SeliceRomani	deny	t a g a d i n e n
34077	wold-SeliceRomani	askrequest	m a n g e n
34078	wold-SeliceRomani	promise	p r i m i n e n
34079	wold-SeliceRomani	refuse	pʰ e n e n + p a l e
34080	wold-SeliceRomani	forbid	t i l t i n e n
34081	wold-SeliceRomani	scold	pʰ e n e n + t e l e
34082	wold-SeliceRomani	call	a kʰ a r e n
34083	wold-SeliceRomani	callbyname	a kʰ a r e n
34084	wold-SeliceRomani	callbyname	n e v e z i n e n
34085	wold-SeliceRomani	announce	j e l e n t i n e n
34086	wold-SeliceRomani	threaten	d a r a v e n
34087	wold-SeliceRomani	boast	a ʃ a r e n + p e
34088	wold-SeliceRomani	write	i r i n e n
34089	wold-SeliceRomani	read	g e n e n
34090	wold-SeliceRomani	paper	p a p i r i
34091	wold-SeliceRomani	pen	t o l l o
34092	wold-SeliceRomani	book	k e ɲ v o
34093	wold-SeliceRomani	poet	v e r ʃ i r o
34094	wold-SeliceRomani	flute	ʃ i p a
34095	wold-SeliceRomani	drum	d o b o
34096	wold-SeliceRomani	brassinstrumenthornortrumpet	t r o m b i t a
34097	wold-SeliceRomani	rattle	tʃ e r g i n e n
34098	wold-SeliceRomani	rattle	tʃ e r g o
34099	wold-SeliceRomani	country	a l m o
34100	wold-SeliceRomani	country	pʰ u
34101	wold-SeliceRomani	nativecountry	h a z a j o
34102	wold-SeliceRomani	town	f o r o
34103	wold-SeliceRomani	village	g a v
34104	wold-SeliceRomani	boundary	h a t a r i
34105	wold-SeliceRomani	people	n i p o
34106	wold-SeliceRomani	clan	f a j t a
34107	wold-SeliceRomani	chieftain	v a j d a
34108	wold-SeliceRomani	chieftain	v e z e t o
34109	wold-SeliceRomani	chieftain	f e
34110	wold-SeliceRomani	walkingstick	k o p a j
34111	wold-SeliceRomani	walkingstick	b o t a
34112	wold-SeliceRomani	rule	v e z e t i n e n
34113	wold-SeliceRomani	king	k i r a l i
34114	wold-SeliceRomani	queen	k i r a c k i ɲ a
34115	wold-SeliceRomani	noble	r a j
34116	wold-SeliceRomani	noble	r a n i
34117	wold-SeliceRomani	master	r a j
34118	wold-SeliceRomani	master	r a n i
34119	wold-SeliceRomani	slave	r a b o
34120	wold-SeliceRomani	servant	s o l g a
34121	wold-SeliceRomani	command	p a r a n tʃ o l i n e n
34122	wold-SeliceRomani	obey	k a n d e n
34123	wold-SeliceRomani	permit	m u k e n
34124	wold-SeliceRomani	permit	e n g e d i n e n
34125	wold-SeliceRomani	friend	b a r a t o
34126	wold-SeliceRomani	friend	h a v e r i
34127	wold-SeliceRomani	friend	p a j t a ʃ i
34128	wold-SeliceRomani	enemy	e l l e n ʃ i g o
34129	wold-SeliceRomani	neighbour	s o m s i d o
34130	wold-SeliceRomani	stranger	i d e g e nː o
34131	wold-SeliceRomani	guest	v e n d i g o
34132	wold-SeliceRomani	host	v e n d i g e l i n a v
34133	wold-SeliceRomani	help	ʃ e g i t i n e n
34134	wold-SeliceRomani	prevent	v i d i n e n
34135	wold-SeliceRomani	custom	s o k a ʃ i
34136	wold-SeliceRomani	quarrel	f e l e ʃ k e d i ʃ i
34137	wold-SeliceRomani	quarrel	p e l l i ʃ i
34138	wold-SeliceRomani	quarrel	p e l i n i b e
34139	wold-SeliceRomani	meet	t a l a k o z i n e n
34140	wold-SeliceRomani	prostitute	l u b n i
34141	wold-SeliceRomani	fight	m a r a k o d i n e n
34142	wold-SeliceRomani	fight	h a b o r u z i n e n
34143	wold-SeliceRomani	battle	h a b o r u
34144	wold-SeliceRomani	peace	b i k e ʃː i g o
34145	wold-SeliceRomani	peace	s m i r o m
34146	wold-SeliceRomani	army	l u k e s t a ʃ a g o
34147	wold-SeliceRomani	soldier	l u k e s t o
34148	wold-SeliceRomani	weapons	i t l e k o
34149	wold-SeliceRomani	weapons	f e dʲ v e r i
34150	wold-SeliceRomani	club	k o p a j
34151	wold-SeliceRomani	sling	p a r i tʲː a
34152	wold-SeliceRomani	bow	ɲ i l a
34153	wold-SeliceRomani	arrow	ʃ i p o
34154	wold-SeliceRomani	spear	o ʃ tʲ e p o
34155	wold-SeliceRomani	sword	k a r d o
34156	wold-SeliceRomani	gun	p u ʃ k a
34157	wold-SeliceRomani	armour	p a n c i l k e + g a d a
34158	wold-SeliceRomani	helmet	ʃ i ʃ a k o
34159	wold-SeliceRomani	helmet	h e l m a
34160	wold-SeliceRomani	tower	t o r ɲ o
34161	wold-SeliceRomani	victory	ɲ e r i ʃ i
34162	wold-SeliceRomani	victory	ɲ e r i n i b e
34163	wold-SeliceRomani	defeat	v e s t i ʃ i
34164	wold-SeliceRomani	attack	t a m o d a ʃ i
34165	wold-SeliceRomani	defend	v i d i n e n
34166	wold-SeliceRomani	retreat	l i p i n e n + p a l e
34167	wold-SeliceRomani	surrender	pʰ e n e n + u p r e
34168	wold-SeliceRomani	prisoner	f o g l a
34169	wold-SeliceRomani	prisoner	b e r t e n e r e ʃ i
34170	wold-SeliceRomani	prisoner	r a b o
34171	wold-SeliceRomani	guard	v i dʲ a z o
34172	wold-SeliceRomani	guard	e r ʃ i g o
